,admin1,countryname,cc,lat,admin2,name,lon
722,Harare,Zimbabwe,ZW,-17.82772,,Harare,31.05337
723,Harare,Zimbabwe,ZW,-17.89,,Epworth,31.1475
724,Harare,Zimbabwe,ZW,-17.82772,,Harare,31.05337
725,Bulawayo,Zimbabwe,ZW,-20.15,,Bulawayo,28.58333
726,Manicaland,Zimbabwe,ZW,-20.18833,,Chipinge,32.62365
727,Matabeleland North,Zimbabwe,ZW,-18.93149,,Lupane,27.80696
728,Masvingo,Zimbabwe,ZW,-20.06373,,Masvingo,30.82766
729,Bulawayo,Zimbabwe,ZW,-20.15,,Bulawayo,28.58333
730,Midlands,Zimbabwe,ZW,-19.03333,,Redcliff,29.78333
731,Bulawayo,Zimbabwe,ZW,-20.15,,Bulawayo,28.58333
732,Harare,Zimbabwe,ZW,-17.82772,,Harare,31.05337
733,Southern Region,Malawi,MW,-15.78721,,Makata,35.03046
